,Player,Age,Nation,Position,Club,Birthday,Astrology,Foot,Height,Wage,youth_value,Game Value,TransferMarket Value,Game Rating,predicted_rate,Fotball Critic rating,FMyear,rate avg,ratio predicted,numeric position,numeric foot,value_rate,label,label value
1867,Filip Helander,27,Sweden,Central Defenders,Rangers,4.0,Taurus,Left,192,48000.0,450000.0,7000000.0,3500000.0,76.0,78.0,63.0,2014.0,70.5,0.927631578947368,1,1,7.77777777777778,1,0
1872,Arkadiusz Milik,26,Poland,Strikers,Napoli,2.0,Pisces,Left,186,324000.0,2800000.0,22000000.0,22000000.0,72.0,83.0,78.0,2014.0,80.5,1.11805555555556,9,1,7.85714285714286,1,0
1874,Luca Vido,23,Italy,Central Attacking Midfielders,Atalanta,2.0,Aquarius,Right,182,28000.0,190000.0,957000.0,1500000.0,68.0,74.0,99.0,2014.0,74.0,1.08823529411765,0,2,7.89473684210526,1,0
1878,Joel Sonora,23,United States,Central Attacking Midfielders,Talleres,9.0,Virgo,Right,176,24000.0,150000.0,1000000.0,1200000.0,73.0,73.0,50.0,2014.0,61.5,0.842465753424658,0,2,8.0,1,0
1881,Luca Valzania,24,Italy,Left Wingers,Atalanta,3.0,Pisces,Right,182,20000.0,200000.0,1000000.0,1600000.0,72.0,69.0,62.0,2014.0,65.5,0.909722222222222,6,2,8.0,1,0
1886,Luke Shaw,25,England,Central Defenders,Man Utd,7.0,Cancer,Left,181,600000.0,4300000.0,29000000.0,35000000.0,81.0,83.0,80.0,2014.0,81.5,1.00617283950617,1,1,8.13953488372093,1,0
1887,Thorgan Hazard,27,Belgium,Central Attacking Midfielders,Borussia Dortmund,3.0,Aries,Right,174,352000.0,3300000.0,22000000.0,27000000.0,74.0,79.0,82.0,2014.0,80.5,1.08783783783784,0,2,8.18181818181818,1,0
1891,Antonio Rudiger,27,Germany,Central Defenders,Chelsea,3.0,Pisces,Right,190,400000.0,3400000.0,31000000.0,28000000.0,76.0,81.0,87.0,2014.0,84.0,1.10526315789474,1,2,8.23529411764706,1,0
1897,Alfred Duncan,27,Ghana,Defensive Midfielders,Fiorentina,3.0,Pisces,Left,178,168000.0,1200000.0,4000000.0,10000000.0,78.0,75.0,73.0,2014.0,74.0,0.948717948717949,3,1,8.33333333333333,1,0
1906,Romelu Lukaku,27,Belgium,Strikers,Inter,5.0,Taurus,Left,191,800000.0,12000000.0,57000000.0,100000000.0,80.0,90.0,90.0,2014.0,90.0,1.125,9,1,8.33333333333333,1,0
1917,Yuya Kubo,26,Japan,Strikers,Cincinnati,12.0,Capricorn,Right,178,48000.0,210000.0,1000000.0,1800000.0,76.0,74.0,60.0,2014.0,67.0,0.881578947368421,9,2,8.57142857142857,1,0
1926,Jordan Rossiter,23,England,Defensive Midfielders,Fleetwood,3.0,Aries,Right,173,8000.0,40000.0,174000.0,350000.0,82.0,70.0,68.0,2014.0,69.0,0.841463414634146,3,2,8.75,1,0
1928,Hakan Calhanoglu,26,Turkey,Central Attacking Midfielders,Milan,2.0,Aquarius,Right,178,324000.0,4000000.0,18000000.0,35000000.0,80.0,84.0,81.0,2014.0,82.5,1.03125,0,2,8.75,1,0
1934,Jesus Corona,27,Mexico,Left Wingers,FCP,1.0,Capricorn,Either,173,120000.0,3400000.0,28000000.0,30000000.0,77.0,83.0,78.0,2014.0,80.5,1.04545454545455,6,0,8.82352941176471,1,0
1935,Rodrigo Tarin,24,Spain,Central Defenders,Leganés,7.0,Cancer,Right,184,36000.0,170000.0,2000000.0,1500000.0,71.0,72.0,68.0,2014.0,70.0,0.985915492957746,1,2,8.82352941176471,1,0
1941,Heung-Min Son,28,South Korea,Strikers,Tottenham,7.0,Cancer,Either,183,380000.0,9500000.0,70000000.0,85000000.0,77.0,90.0,85.0,2014.0,87.5,1.13636363636364,9,0,8.94736842105263,1,0
1947,Solly March,26,England,Left Wingers,Brighton,7.0,Cancer,Left,181,128000.0,1000000.0,15000000.0,9000000.0,71.0,75.0,68.0,2014.0,71.5,1.00704225352113,6,1,9.0,1,0
1951,Alvaro Morata,27,Spain,Strikers,A. Madrid,10.0,Scorpio,Right,189,292000.0,5000000.0,50000000.0,45000000.0,78.0,84.0,99.0,2014.0,84.0,1.07692307692308,9,2,9.0,1,0
1956,Albert Rusnak,26,Slovakia,Left Wingers,Real Salt Lake,7.0,Cancer,Right,176,120000.0,220000.0,3000000.0,2000000.0,68.0,74.0,65.0,2014.0,69.5,1.02205882352941,6,2,9.09090909090909,1,0
1960,Jonathan Tah,24,Germany,Central Defenders,Bayer 04,2.0,Aquarius,Right,195,212000.0,2400000.0,14000000.0,22000000.0,79.0,78.0,80.0,2014.0,79.0,1.0,1,2,9.16666666666667,1,0
1962,Divock Origi,25,Belgium,Strikers,Liverpool,4.0,Aries,Right,185,300000.0,1300000.0,33000000.0,12000000.0,74.0,82.0,68.0,2014.0,75.0,1.01351351351351,9,2,9.23076923076923,1,0
1966,Sven van Beek,26,Netherlands,Central Defenders,Feyenoord,7.0,Leo,Right,188,20000.0,70000.0,2000000.0,650000.0,76.0,71.0,99.0,2014.0,71.0,0.93421052631579,1,2,9.28571428571429,1,0
1983,Patrick Roberts,23,England,Left Wingers,Man City,2.0,Aquarius,Left,168,160000.0,210000.0,2000000.0,2000000.0,76.0,69.0,59.0,2014.0,64.0,0.842105263157895,6,1,9.52380952380952,1,0
1985,Ryan Ledson,22,England,Defensive Midfielders,Preston,8.0,Leo,Right,181,24000.0,210000.0,2000000.0,2000000.0,77.0,73.0,63.0,2014.0,68.0,0.883116883116883,3,2,9.52380952380952,1,0
1987,Daniele Rugani,25,Italy,Central Defenders,Zebre,7.0,Leo,Right,190,456000.0,525000.0,9000000.0,5000000.0,74.0,76.0,69.0,2014.0,72.5,0.97972972972973,1,2,9.52380952380952,1,0
1990,Alejandro Romero Gamarra,25,Argentina,Central Attacking Midfielders,Al-Taawoun,1.0,Capricorn,Left,171,68000.0,500000.0,3000000.0,4800000.0,74.0,74.0,68.0,2014.0,71.0,0.959459459459459,0,1,9.6,1,0
1993,Kevin Stoger,26,Austria,Central Attacking Midfielders,Mainz 05,8.0,Virgo,Left,175,28000.0,290000.0,4000000.0,2800000.0,80.0,75.0,71.0,2014.0,73.0,0.9125,0,1,9.6551724137931,1,0
1998,Edison Flores,26,Peru,Left Wingers,D.C. United,5.0,Taurus,Left,170,48000.0,350000.0,2000000.0,3500000.0,70.0,74.0,58.0,2014.0,66.0,0.942857142857143,6,1,10.0,1,0
1999,Carlos Gruezo,25,Ecuador,Defensive Midfielders,FC Augsburg,4.0,Aries,Right,171,104000.0,500000.0,4000000.0,5000000.0,75.0,76.0,71.0,2014.0,73.5,0.98,3,2,10.0,1,0
2006,Paco Alcacer,26,Spain,Strikers,Villarreal,8.0,Virgo,Right,175,192000.0,2200000.0,27000000.0,22000000.0,82.0,83.0,70.0,2014.0,76.5,0.932926829268293,9,2,10.0,1,0
2008,Sean Maguire,26,Irland,Strikers,Preston,5.0,Taurus,Right,176,32000.0,120000.0,2000000.0,1200000.0,70.0,75.0,60.0,2014.0,67.5,0.964285714285714,9,2,10.0,1,0
2035,Marko Pjaca,25,Croatia,Left Wingers,Zebre,5.0,Taurus,Right,186,260000.0,400000.0,4000000.0,4000000.0,76.0,77.0,62.0,2014.0,69.5,0.914473684210526,6,2,10.0,1,0
2036,Julian Brandt,24,Germany,Left Wingers,Borussia Dortmund,5.0,Taurus,Right,186,492000.0,2000000.0,33000000.0,20000000.0,77.0,82.0,73.0,2014.0,77.5,1.00649350649351,6,2,10.0,1,0
2058,Wilder Cartagena,25,Peru,Defensive Midfielders,Godoy Cruz,9.0,Libra,Right,180,12000.0,110000.0,565000.0,1200000.0,77.0,73.0,51.0,2014.0,62.0,0.805194805194805,3,2,10.9090909090909,1,1
2064,Ignacio Pussetto,24,Argentina,Strikers,Watford,12.0,Sagittarius,Right,180,108000.0,450000.0,12000000.0,5000000.0,73.0,71.0,64.0,2014.0,67.5,0.924657534246575,9,2,11.1111111111111,1,1
2067,Koray Gunter,25,Germany,Central Defenders,Verona,8.0,Leo,Right,184,80000.0,450000.0,4000000.0,5000000.0,74.0,76.0,82.0,2014.0,79.0,1.06756756756757,1,2,11.1111111111111,1,1
2072,Alexandru Baluta,26,Romania,Left Wingers,Puskás Akadémia,9.0,Virgo,Right,166,12000.0,80000.0,1000000.0,900000.0,73.0,72.0,68.0,2014.0,70.0,0.958904109589041,6,2,11.25,1,1
2079,Niklas Sule,24,Germany,Central Defenders,FC Bayern,9.0,Virgo,Right,195,212000.0,3100000.0,31000000.0,35000000.0,83.0,83.0,87.0,2014.0,85.0,1.02409638554217,1,2,11.2903225806452,1,1
2088,Saidy Janko,24,Switzerland,Right Backs,Valladolid,10.0,Libra,Right,181,16000.0,130000.0,1000000.0,1500000.0,68.0,71.0,99.0,2014.0,71.0,1.04411764705882,7,2,11.5384615384615,1,1
2094,Jhon Cordoba,27,Colombia,Strikers,Hertha BSC,5.0,Taurus,Right,188,176000.0,1300000.0,7000000.0,15000000.0,71.0,79.0,73.0,2014.0,76.0,1.07042253521127,9,2,11.5384615384615,1,1
2098,Leandro Paredes,26,Argentina,Central Attacking Midfielders,Paris SG,6.0,Cancer,Right,180,560000.0,1700000.0,28000000.0,20000000.0,78.0,82.0,83.0,2014.0,82.5,1.05769230769231,0,2,11.7647058823529,1,1
2107,Nemanja Radonjic,24,Serbia,Left Wingers,OM,2.0,Aquarius,Right,185,68000.0,500000.0,6000000.0,6000000.0,72.0,74.0,74.0,2014.0,74.0,1.02777777777778,6,2,12.0,1,1
2109,George Puscas,24,Romania,Strikers,Reading,4.0,Aries,Right,188,60000.0,250000.0,2000000.0,3000000.0,69.0,72.0,64.0,2014.0,68.0,0.985507246376812,9,2,12.0,1,1
2110,John Stones,26,England,Central Defenders,Man City,5.0,Gemini,Right,188,400000.0,2500000.0,36000000.0,30000000.0,78.0,81.0,91.0,2014.0,86.0,1.1025641025641,1,2,12.0,1,1
2111,Ivan Saponjic,22,Serbia,Strikers,A. Madrid,8.0,Leo,Right,189,12000.0,100000.0,436000.0,1200000.0,70.0,67.0,68.0,2014.0,67.5,0.964285714285714,9,2,12.0,1,1
2113,Filip Kostic,27,Serbia,Left Wingers,Eintracht Frankfurt,11.0,Scorpio,Left,184,176000.0,2900000.0,10000000.0,35000000.0,76.0,74.0,92.0,2014.0,83.0,1.09210526315789,6,1,12.0689655172414,1,1
2117,Antonio Marin,19,Spain,Central Defenders,Dinamo,1.0,Capricorn,Either,182,16000.0,70000.0,833000.0,850000.0,73.0,71.0,99.0,2014.0,71.0,0.972602739726027,1,0,12.1428571428571,1,1
2118,Cedric Gondo,23,Ivory Coast,Strikers,Lazio,11.0,Sagittarius,Right,187,24000.0,70000.0,864000.0,850000.0,70.0,73.0,56.0,2014.0,64.5,0.921428571428571,9,2,12.1428571428571,1,1
2119,Alphonse Areola,27,France,Goalkeepers,Paris SG,2.0,Pisces,Right,195,588000.0,1400000.0,21000000.0,17000000.0,78.0,79.0,78.0,2014.0,78.5,1.00641025641026,4,2,12.1428571428571,1,1
2120,Mateo Kovacic,26,Croatia,Central Attacking Midfielders,Chelsea,5.0,Taurus,Right,178,600000.0,3700000.0,38000000.0,45000000.0,83.0,82.0,87.0,2014.0,84.5,1.01807228915663,0,2,12.1621621621622,1,1
2129,Timo Werner,24,Germany,Strikers,Chelsea,3.0,Pisces,Either,180,1088000.0,5250000.0,43000000.0,65000000.0,76.0,82.0,74.0,2014.0,78.0,1.02631578947368,9,0,12.3809523809524,1,1
2130,Cristiano Biraghi,27,Italy,Central Defenders,Fiorentina,9.0,Virgo,Left,185,156000.0,725000.0,8000000.0,9000000.0,77.0,77.0,70.0,2014.0,73.5,0.954545454545455,1,1,12.4137931034483,1,1
2131,Marco Verratti,27,Italy,Defensive Midfielders,Paris SG,11.0,Scorpio,Right,165,1008000.0,4400000.0,49000000.0,55000000.0,80.0,86.0,89.0,2014.0,87.5,1.09375,3,2,12.5,1,1
2137,Juan Munoz,24,Spain,Strikers,Leganés,11.0,Scorpio,Right,179,32000.0,80000.0,2000000.0,1000000.0,66.0,74.0,56.0,2014.0,65.0,0.984848484848485,9,2,12.5,1,1
2140,Jack Stephens,26,England,Central Defenders,Southampton,1.0,Aquarius,Right,185,200000.0,400000.0,14000000.0,5000000.0,78.0,76.0,74.0,2014.0,75.0,0.961538461538462,1,2,12.5,1,1
2141,Lucas Ocampos,26,Argentina,Left Wingers,Sevilla,7.0,Cancer,Right,187,108000.0,3200000.0,29000000.0,40000000.0,79.0,82.0,75.0,2014.0,78.5,0.993670886075949,6,2,12.5,1,1
2142,Anton Mitryushkin,24,Russia,Goalkeepers,Fortuna Düsseldorf,2.0,Aquarius,Right,189,16000.0,20000.0,538000.0,250000.0,73.0,72.0,42.0,2014.0,57.0,0.780821917808219,4,2,12.5,1,1
2147,Matteo Ricci,26,Italy,Central Midfielders,Spezia,5.0,Gemini,Right,176,28000.0,275000.0,3000000.0,3500000.0,72.0,75.0,75.0,2014.0,75.0,1.04166666666667,2,2,12.7272727272727,1,1
2151,Gonzalo Escalante,27,Argentina,Left Wingers,Lazio,3.0,Aries,Right,183,148000.0,250000.0,8000000.0,3200000.0,76.0,78.0,75.0,2014.0,76.5,1.00657894736842,6,2,12.8,1,1
2160,Pierre-Emile Hojbjerg,24,Denmark,Defensive Midfielders,Tottenham,8.0,Leo,Right,185,400000.0,2700000.0,31000000.0,35000000.0,81.0,81.0,88.0,2014.0,84.5,1.04320987654321,3,2,12.962962962963,1,1
2164,Joe Morrel,23,England,Central Midfielders,Luton,1.0,Capricorn,Right,161,20000.0,30000.0,882000.0,400000.0,67.0,70.0,70.0,2014.0,70.0,1.04477611940299,2,2,13.3333333333333,1,1
2193,Domenico Berardi,25,Italy,Left Wingers,Sassuolo,8.0,Leo,Left,183,236000.0,2500000.0,18000000.0,35000000.0,79.0,82.0,90.0,2014.0,86.0,1.08860759493671,6,1,14.0,1,1
2194,Aymeric Laporte,26,France,Central Defenders,Man City,5.0,Gemini,Left,191,480000.0,3200000.0,61000000.0,45000000.0,80.0,87.0,91.0,2014.0,89.0,1.1125,1,1,14.0625,1,1
2212,Luciano Acosta,26,Argentina,Central Attacking Midfielders,Atlas,5.0,Gemini,Right,161,36000.0,200000.0,2000000.0,3000000.0,73.0,77.0,67.0,2014.0,72.0,0.986301369863014,0,2,15.0,1,1
2214,Raheem Sterling,25,England,Left Wingers,Man City,12.0,Sagittarius,Right,170,800000.0,6000000.0,69000000.0,90000000.0,80.0,88.0,81.0,2014.0,84.5,1.05625,6,2,15.0,1,1
2215,Emerson Hyndman,24,United States,Central Attacking Midfielders,Atlanta United,4.0,Aries,Right,172,20000.0,120000.0,2000000.0,1800000.0,72.0,70.0,68.0,2014.0,69.0,0.958333333333333,0,2,15.0,1,1
2217,Borislav Tsonev,25,Bulgaria,Defensive Midfielders,Levski,4.0,Taurus,Either,176,4000.0,40000.0,141000.0,600000.0,75.0,72.0,99.0,2014.0,72.0,0.96,3,0,15.0,1,1
2218,Giacomo Calo,23,Italy,Central Midfielders,Genoa,2.0,Aquarius,Right,180,40000.0,80000.0,2000000.0,1200000.0,71.0,70.0,76.0,2014.0,73.0,1.02816901408451,2,2,15.0,1,1
2229,Rodrigo De Paul,26,Argentina,Central Attacking Midfielders,Udinese,5.0,Gemini,Right,180,132000.0,2500000.0,17000000.0,38000000.0,73.0,82.0,85.0,2014.0,83.5,1.14383561643836,0,2,15.2,1,1
2232,Sam Johnstone,27,England,Goalkeepers,West Brom,3.0,Aries,Right,194,120000.0,525000.0,7000000.0,8000000.0,77.0,80.0,83.0,2014.0,81.5,1.05844155844156,4,2,15.2380952380952,1,1
2233,Jamaal Lascelles,26,England,Central Defenders,Newcastle,11.0,Scorpio,Right,191,200000.0,850000.0,14000000.0,13000000.0,73.0,77.0,71.0,2014.0,74.0,1.01369863013699,1,2,15.2941176470588,1,1
2237,Memphis Depay,26,Netherlands,Left Wingers,OL,2.0,Aquarius,Right,176,352000.0,2900000.0,24000000.0,45000000.0,78.0,83.0,95.0,2014.0,89.0,1.14102564102564,6,2,15.5172413793103,1,1
2239,Jesse Lingard,27,England,Central Attacking Midfielders,Man Utd,12.0,Sagittarius,Right,175,320000.0,1400000.0,21000000.0,22000000.0,73.0,76.0,99.0,2014.0,76.0,1.04109589041096,0,2,15.7142857142857,1,1
2245,Yassin Ayoub,26,Netherlands,Defensive Midfielders,Panathinaikos,3.0,Pisces,Left,174,40000.0,50000.0,2000000.0,800000.0,76.0,71.0,45.0,2014.0,58.0,0.763157894736842,3,1,16.0,1,1
2250,Mauro Icardi,27,Argentina,Strikers,Paris SG,2.0,Pisces,Right,181,672000.0,2500000.0,34000000.0,40000000.0,76.0,84.0,77.0,2014.0,80.5,1.05921052631579,9,2,16.0,1,1
2253,Ante Rebic,26,Croatia,Strikers,Milan,9.0,Virgo,Right,185,372000.0,2000000.0,19000000.0,32000000.0,77.0,80.0,82.0,2014.0,81.0,1.05194805194805,9,2,16.0,1,1
2256,Hervin Ongenda,25,France,Strikers,FC Botoşani,6.0,Cancer,Right,171,8000.0,40000.0,152000.0,650000.0,79.0,69.0,68.0,2014.0,68.5,0.867088607594937,9,2,16.25,1,1
2260,Emiliano Marcondes,25,Denmark,Central Attacking Midfielders,Brentford,3.0,Pisces,Right,182,40000.0,170000.0,3000000.0,2800000.0,76.0,75.0,63.0,2014.0,69.0,0.907894736842105,0,2,16.4705882352941,1,1
2261,Liam Kelly,24,England,Central Attacking Midfielders,Feyenoord,11.0,Sagittarius,Right,166,20000.0,30000.0,672000.0,500000.0,70.0,67.0,63.0,2014.0,65.0,0.928571428571429,0,2,16.6666666666667,1,1
2265,Jeremy Dudziak,24,Germany,Left Wingers,Hamburger SV,8.0,Virgo,Left,176,36000.0,120000.0,683000.0,2000000.0,71.0,72.0,59.0,2014.0,65.5,0.922535211267606,6,1,16.6666666666667,1,1
2266,Gennaro Tutino,23,Italy,Central Attacking Midfielders,Napoli,8.0,Leo,Right,177,40000.0,300000.0,2000000.0,5000000.0,71.0,73.0,60.0,2014.0,66.5,0.936619718309859,0,2,16.6666666666667,1,1
2269,Jorrit Hendrix,25,Netherlands,Central Defenders,Spartak Moscow,2.0,Aquarius,Left,181,20000.0,180000.0,4000000.0,3000000.0,73.0,74.0,64.0,2014.0,69.0,0.945205479452055,1,1,16.6666666666667,1,1
2274,Benjamin Mendy,26,France,Left Backs,Man City,7.0,Cancer,Left,185,400000.0,1200000.0,31000000.0,20000000.0,74.0,81.0,76.0,2014.0,78.5,1.06081081081081,5,1,16.6666666666667,1,1
2275,Daniel Amartey,25,Ghana,Central Defenders,Leicester,12.0,Sagittarius,Right,186,220000.0,300000.0,14000000.0,5000000.0,77.0,76.0,70.0,2014.0,73.0,0.948051948051948,1,2,16.6666666666667,1,1
2287,Angel Correa,25,Argentina,Central Attacking Midfielders,A. Madrid,3.0,Pisces,Right,172,352000.0,2300000.0,33000000.0,40000000.0,80.0,85.0,84.0,2014.0,84.5,1.05625,0,2,17.3913043478261,1,1
2289,Recep Niyaz,25,Turkey,Central Attacking Midfielders,Denizlispor,1.0,Capricorn,Either,165,40000.0,80000.0,1000000.0,1400000.0,77.0,74.0,68.0,2014.0,71.0,0.922077922077922,0,0,17.5,1,1
2291,Serge Gnabry,25,Germany,Left Wingers,FC Bayern,7.0,Cancer,Right,175,492000.0,4000000.0,57000000.0,70000000.0,81.0,83.0,85.0,2014.0,84.0,1.03703703703704,6,2,17.5,1,1
2295,Jorge Mere,23,Spain,Central Defenders,1. FC Köln,4.0,Aries,Right,182,176000.0,200000.0,2000000.0,3500000.0,69.0,74.0,75.0,2014.0,74.5,1.07971014492754,1,2,17.5,1,1
2299,Junior Sornoza,26,Ecuador,Central Attacking Midfielders,COR,1.0,Aquarius,Right,169,36000.0,100000.0,6000000.0,1800000.0,75.0,76.0,64.0,2014.0,70.0,0.933333333333333,0,2,18.0,1,1
2302,Andrea Conti,26,Italy,Right Backs,Milan,3.0,Pisces,Right,184,260000.0,250000.0,7000000.0,4500000.0,72.0,79.0,99.0,2014.0,79.0,1.09722222222222,7,2,18.0,1,1
2305,Robert Muric,24,Croatia,Right Wingers,Rijeka,3.0,Pisces,Left,180,12000.0,110000.0,934000.0,2000000.0,70.0,74.0,68.0,2014.0,71.0,1.01428571428571,8,1,18.1818181818182,1,1
2313,Nicolas Tagliafico,27,Argentina,Central Defenders,Ajax,8.0,Virgo,Left,172,192000.0,1200000.0,19000000.0,22000000.0,79.0,84.0,76.0,2014.0,80.0,1.0126582278481,1,1,18.3333333333333,1,1
2319,Denis Suarez,26,Spain,Left Wingers,Vigo,1.0,Capricorn,Right,176,404000.0,650000.0,19000000.0,12000000.0,77.0,82.0,79.0,2014.0,80.5,1.04545454545455,6,2,18.4615384615385,1,1
2322,Thom Haye,25,Netherlands,Central Midfielders,NAC Breda,2.0,Aquarius,Right,177,8000.0,20000.0,512000.0,375000.0,70.0,70.0,65.0,2014.0,67.5,0.964285714285714,2,2,18.75,1,1
2337,Anthony Martial,24,France,Strikers,Man Utd,12.0,Sagittarius,Right,181,720000.0,2300000.0,41000000.0,45000000.0,80.0,86.0,73.0,2014.0,79.5,0.99375,9,2,19.5652173913043,1,1
2338,Okay Yokuslu,26,Turkey,Defensive Midfielders,Vigo,3.0,Pisces,Right,190,128000.0,380000.0,6000000.0,7500000.0,75.0,76.0,81.0,2014.0,78.5,1.04666666666667,3,2,19.7368421052632,1,1
2339,Jake Hesketh,24,England,Central Attacking Midfielders,Southampton,3.0,Aries,Right,168,40000.0,10000.0,206000.0,200000.0,70.0,65.0,68.0,2014.0,66.5,0.95,0,2,20.0,1,1
2345,Felipe Mora,26,Chile,Strikers,Pumas,8.0,Leo,Right,175,40000.0,200000.0,2000000.0,4000000.0,74.0,75.0,68.0,2014.0,71.5,0.966216216216216,9,2,20.0,1,1
2349,Ruben Duarte,24,Australia,Central Defenders,Alavés,10.0,Libra,Left,180,36000.0,200000.0,4000000.0,4000000.0,72.0,76.0,99.0,2014.0,76.0,1.05555555555556,1,1,20.0,1,1
2353,John Lundstram,26,England,Defensive Midfielders,Sheff Utd,2.0,Aquarius,Right,181,100000.0,350000.0,13000000.0,7000000.0,76.0,76.0,74.0,2014.0,75.0,0.986842105263158,3,2,20.0,1,1
2357,Gustav Engvall,24,Sweden,Strikers,KV Mechelen,4.0,Taurus,Right,184,20000.0,50000.0,350000.0,1000000.0,72.0,72.0,36.0,2014.0,54.0,0.75,9,2,20.0,1,1
2363,Joaquin Correa,25,Argentina,Left Wingers,Lazio,8.0,Leo,Right,188,324000.0,1500000.0,19000000.0,30000000.0,70.0,82.0,80.0,2014.0,81.0,1.15714285714286,6,2,20.0,1,1
2365,Kurt Zouma,25,France,Central Defenders,Chelsea,10.0,Scorpio,Right,190,184000.0,1600000.0,45000000.0,32000000.0,82.0,81.0,90.0,2014.0,85.5,1.04268292682927,1,2,20.0,1,1
2367,Harry Maguire,27,England,Central Defenders,Man Utd,3.0,Pisces,Right,194,760000.0,2200000.0,34000000.0,45000000.0,78.0,85.0,99.0,2014.0,85.0,1.08974358974359,1,2,20.4545454545455,1,1
2369,Alfonso Gonzalez,26,Mexico,Left Wingers,Monterrey,5.0,Taurus,Left,173,36000.0,170000.0,1000000.0,3500000.0,74.0,72.0,68.0,2014.0,70.0,0.945945945945946,6,1,20.5882352941177,1,1
2371,Michael Keane,27,England,Central Defenders,Everton,1.0,Capricorn,Right,186,280000.0,1200000.0,23000000.0,25000000.0,79.0,80.0,81.0,2014.0,80.5,1.01898734177215,1,2,20.8333333333333,1,1
2375,Raul De Tomas,25,Spain,Strikers,Espanyol,10.0,Libra,Right,180,352000.0,475000.0,9000000.0,10000000.0,73.0,79.0,69.0,2014.0,74.0,1.01369863013699,9,2,21.0526315789474,1,1
2384,Lucas Digne,27,France,Central Defenders,Everton,7.0,Cancer,Left,178,440000.0,1600000.0,29000000.0,35000000.0,77.0,81.0,81.0,2014.0,81.0,1.05194805194805,1,1,21.875,1,1
2390,Christopher Martins Pereira,23,Luxembourg,Left Wingers,Young Boys,2.0,Pisces,Right,187,28000.0,90000.0,1000000.0,2000000.0,69.0,72.0,68.0,2014.0,70.0,1.01449275362319,6,2,22.2222222222222,1,1
2396,Raul Gudino,24,Mexico,Goalkeepers,Chivas,4.0,Taurus,Right,195,20000.0,80000.0,254000.0,1800000.0,73.0,72.0,68.0,2014.0,70.0,0.958904109589041,4,2,22.5,1,1
2407,Filippo Romagna,23,Italy,Defensive Midfielders,Sassuolo,5.0,Gemini,Right,186,52000.0,130000.0,3000000.0,3000000.0,73.0,73.0,57.0,2014.0,65.0,0.89041095890411,3,2,23.0769230769231,1,1
2410,Carlos Guzman,26,Mexico,Central Defenders,Necaxa,5.0,Taurus,Right,179,36000.0,30000.0,1000000.0,700000.0,72.0,76.0,45.0,2014.0,60.5,0.840277777777778,1,2,23.3333333333333,1,1
2419,Franco Jara,32,Argentina,Strikers,FC Dallas,7.0,Cancer,Right,182,60000.0,100000.0,2000000.0,2400000.0,70.0,74.0,91.0,2014.0,82.5,1.17857142857143,9,2,24.0,1,1
2420,Bruno Petkovic,25,Croatia,Strikers,Dinamo,9.0,Virgo,Right,193,52000.0,500000.0,5000000.0,12000000.0,72.0,80.0,71.0,2014.0,75.5,1.04861111111111,9,2,24.0,1,1
2421,Mario Pasalic,25,Croatia,Defensive Midfielders,Atalanta,2.0,Aquarius,Either,188,132000.0,950000.0,16000000.0,23000000.0,75.0,80.0,76.0,2014.0,78.0,1.04,3,0,24.2105263157895,1,1
2423,Andres Lopez,27,Ecuador,Right Backs,U. Catolica (ECU),2.0,Aquarius,Right,167,12000.0,40000.0,171000.0,1000000.0,75.0,74.0,68.0,2014.0,71.0,0.946666666666667,7,2,25.0,1,1
2426,Wesley Said,25,France,Strikers,Toulouse FC,4.0,Aries,Right,171,100000.0,60000.0,613000.0,1500000.0,77.0,74.0,54.0,2014.0,64.0,0.831168831168831,9,2,25.0,1,1
2430,Paulo Dybala,26,Argentina,Strikers,Zebre,11.0,Scorpio,Left,177,948000.0,2000000.0,55000000.0,50000000.0,78.0,91.0,81.0,2014.0,86.0,1.1025641025641,9,1,25.0,1,1
2437,Nemanja Maksimovic,25,Serbia,Left Wingers,Getafe,1.0,Aquarius,Right,184,84000.0,600000.0,12000000.0,15000000.0,75.0,76.0,72.0,2014.0,74.0,0.986666666666667,6,2,25.0,1,1
2444,Mitchell Dijks,27,Netherlands,Central Defenders,Bologna,2.0,Aquarius,Left,193,104000.0,140000.0,6000000.0,3500000.0,76.0,76.0,70.0,2014.0,73.0,0.960526315789474,1,1,25.0,1,1
2447,Neal Maupay,23,France,Strikers,Brighton,8.0,Leo,Right,171,128000.0,775000.0,18000000.0,20000000.0,75.0,80.0,70.0,2014.0,75.0,1.0,9,2,25.8064516129032,1,1
2463,Juan Cruz Komar,23,Argentina,Central Defenders,Talleres,8.0,Leo,Right,190,56000.0,130000.0,2000000.0,3500000.0,75.0,77.0,68.0,2014.0,72.5,0.966666666666667,1,2,26.9230769230769,1,1
2470,Zymer Bytyqi,23,Norway,Strikers,Konyaspor,9.0,Virgo,Right,176,16000.0,40000.0,1000000.0,1100000.0,68.0,73.0,64.0,2014.0,68.5,1.00735294117647,9,2,27.5,1,1
2473,Martin Hinteregger,27,Austria,Central Defenders,Eintracht Frankfurt,9.0,Virgo,Left,186,176000.0,650000.0,7000000.0,18000000.0,75.0,78.0,85.0,2014.0,81.5,1.08666666666667,1,1,27.6923076923077,1,1
2477,Abdoulaye Doucoure,27,France,Defensive Midfielders,Everton,1.0,Capricorn,Right,183,480000.0,900000.0,28000000.0,25000000.0,75.0,79.0,78.0,2014.0,78.5,1.04666666666667,3,2,27.7777777777778,1,1
