,Player,Age,Nation,Position,Club,Birthday,Astrology,Foot,Height,Wage,youth_value,Game Value,TransferMarket Value,Game Rating,predicted_rate,Fotball Critic rating,FMyear,rate avg,ratio predicted,numeric position,numeric foot,value_rate,label,label value
1579,Xavi Sintes,19,Portugal,Central Midfielders,R. Madrid,1.0,Capricorn,Right,189,4000.0,20000.0,158000.0,100000.0,76.0,65.0,68.0,2019.0,66.5,0.875,2,2,5.0,1,0
1580,Matthijs de Ligt,20,England,Central Defenders,Zebre,8.0,Leo,Right,189,856000.0,15000000.0,39000000.0,75000000.0,88.0,86.0,89.0,2019.0,87.5,0.994318181818182,1,2,5.0,1,0
1581,Sixten Mohlin,24,Sweden,Goalkeepers,Ostersunds FK,1.0,Capricorn,Right,190,4000.0,30000.0,88000.0,150000.0,72.0,66.0,40.0,2014.0,53.0,0.736111111111111,4,2,5.0,1,0
1582,Manuel Gasparini,18,France,Goalkeepers,Udinese,5.0,Taurus,Right,190,8000.0,60000.0,172000.0,300000.0,77.0,70.0,99.0,2019.0,70.0,0.909090909090909,4,2,5.0,1,0
1583,Frank Tsadjout,21,Netherlands,Strikers,Milan,7.0,Leo,Left,190,44000.0,160000.0,2000000.0,800000.0,77.0,71.0,57.0,2019.0,64.0,0.831168831168831,9,1,5.0,1,0
1584,Lukasz Bejger,19,Argentina,Central Defenders, Slask Wroclaw,1.0,Capricorn,Either,191,8000.0,50000.0,250000.0,250000.0,73.0,68.0,68.0,2019.0,68.0,0.931506849315068,1,0,5.0,1,0
1585,Ivan Provedel,26,Italy,Goalkeepers,Spezia,3.0,Pisces,Right,192,32000.0,500000.0,2000000.0,2500000.0,78.0,74.0,71.0,2015.0,72.5,0.92948717948718,4,2,5.0,1,0
1586,Jamal Blackman,26,England,Goalkeepers,Chelsea,10.0,Scorpio,Right,199,48000.0,120000.0,1000000.0,600000.0,76.0,74.0,63.0,2014.0,68.5,0.901315789473684,4,2,5.0,1,0
1587,Paul Pogba,27,France,Defensive Midfielders,Man Utd,3.0,Pisces,Right,191,1160000.0,11900000.0,60000000.0,60000000.0,83.0,87.0,83.0,2014.0,85.0,1.02409638554217,3,2,5.04201680672269,1,0
1588,Mason Mount,21,Brazil,Central Midfielders,Chelsea,1.0,Capricorn,Right,178,308000.0,14750000.0,41000000.0,75000000.0,79.0,81.0,86.0,2019.0,83.5,1.05696202531646,2,2,5.08474576271186,1,0
1589,Serge Gnabry,25,Germany,Left Wingers,FC Bayern,7.0,Cancer,Right,175,492000.0,13700000.0,57000000.0,70000000.0,77.0,83.0,86.0,2017.0,84.5,1.0974025974026,6,2,5.10948905109489,1,0
1590,Nicolas Gonzalez,22,Netherlands,Strikers,VfB Stuttgart,4.0,Aries,Left,180,72000.0,4300000.0,5000000.0,22000000.0,76.0,74.0,79.0,2019.0,76.5,1.00657894736842,9,1,5.11627906976744,1,0
1591,Cameron Carter-Vickers,22,Germany,Central Defenders,Tottenham,12.0,Capricorn,Right,185,80000.0,390000.0,3000000.0,2000000.0,74.0,74.0,70.0,2016.0,72.0,0.972972972972973,1,2,5.12820512820513,1,0
1592,Ben Davies,27,Wales,Central Defenders,Tottenham,4.0,Taurus,Left,182,360000.0,3100000.0,23000000.0,16000000.0,79.0,80.0,76.0,2014.0,78.0,0.987341772151899,1,1,5.16129032258065,1,0
1593,Borja Mayoral,23,Spain,Strikers,R. Madrid,4.0,Aries,Right,182,72000.0,2700000.0,14000000.0,14000000.0,84.0,83.0,81.0,2017.0,82.0,0.976190476190476,9,2,5.18518518518519,1,0
1594,Borja Garces,20,Romania,Strikers,A. Madrid,8.0,Leo,Right,183,16000.0,520000.0,726000.0,2700000.0,77.0,70.0,57.0,2019.0,63.5,0.824675324675325,9,2,5.19230769230769,1,0
1595,Weston McKennie,21,Mali,Defensive Midfielders,Schalke 04,8.0,Virgo,Right,185,176000.0,4800000.0,24000000.0,25000000.0,79.0,81.0,73.0,2018.0,77.0,0.974683544303797,3,2,5.20833333333333,1,0
1596,Ivan Alejo,25,Belgium,Right Wingers,Cádiz,2.0,Aquarius,Right,186,20000.0,230000.0,2000000.0,1200000.0,74.0,74.0,67.0,2015.0,70.5,0.952702702702703,8,2,5.21739130434783,1,0
1597,Serge Aurier,27,Ivory Coast,Right Backs,Tottenham,12.0,Capricorn,Right,174,280000.0,3800000.0,22000000.0,20000000.0,80.0,81.0,83.0,2014.0,82.0,1.025,7,2,5.26315789473684,1,0
1598,Juninho Bacuna,22,England,Central Midfielders,Huddersfield,8.0,Leo,Right,178,56000.0,950000.0,2000000.0,5000000.0,77.0,72.0,62.0,2017.0,67.0,0.87012987012987,2,2,5.26315789473684,1,0
1599,Tommy Doyle,18,Netherlands,Central Midfielders,Man City,10.0,Libra,Right,179,40000.0,190000.0,3000000.0,1000000.0,78.0,69.0,68.0,2019.0,68.5,0.878205128205128,2,2,5.26315789473684,1,0
1600,Danilo Cataldi,25,Italy,Central Attacking Midfielders,Lazio,8.0,Leo,Right,180,184000.0,475000.0,7000000.0,2500000.0,74.0,76.0,99.0,2014.0,76.0,1.02702702702703,0,2,5.26315789473684,1,0
1601,Oliver Skipp,19,France,Defensive Midfielders,Tottenham,9.0,Virgo,Right,181,100000.0,1900000.0,12000000.0,10000000.0,79.0,77.0,70.0,2019.0,73.5,0.930379746835443,3,2,5.26315789473684,1,0
1602,Ruben Vezo,26,Ecuador,Central Defenders,Levante,4.0,Taurus,Right,182,88000.0,1900000.0,12000000.0,10000000.0,75.0,77.0,76.0,2015.0,76.5,1.02,1,2,5.26315789473684,1,0
1603,Yannick Gerhardt,26,Luxembourg,Central Midfielders,VfL Wolfsburg,3.0,Pisces,Left,184,212000.0,1900000.0,4000000.0,10000000.0,80.0,74.0,73.0,2015.0,73.5,0.91875,2,1,5.26315789473684,1,0
1604,Julian Brandt,24,Argentina,Left Wingers,Borussia Dortmund,5.0,Taurus,Right,186,492000.0,3800000.0,33000000.0,20000000.0,81.0,82.0,73.0,2015.0,77.5,0.95679012345679,6,2,5.26315789473684,1,0
1605,Tom Davies,22,Italy,Central Midfielders,Everton,6.0,Cancer,Right,179,140000.0,3400000.0,12000000.0,18000000.0,80.0,76.0,74.0,2017.0,75.0,0.9375,2,2,5.29411764705882,1,0
1606,Malang Sarr,21,Austria,Central Defenders,Chelsea,1.0,Aquarius,Left,182,140000.0,3400000.0,14000000.0,18000000.0,82.0,77.0,68.0,2019.0,72.5,0.884146341463415,1,1,5.29411764705882,1,0
1607,Jannik Vestergaard,27,Denmark,Central Defenders,Southampton,8.0,Leo,Right,197,240000.0,3400000.0,15000000.0,18000000.0,81.0,83.0,78.0,2014.0,80.5,0.993827160493827,1,2,5.29411764705882,1,0
1608,Angel Correa,25,Senegal,Central Attacking Midfielders,A. Madrid,3.0,Pisces,Right,172,352000.0,7500000.0,33000000.0,40000000.0,84.0,85.0,84.0,2016.0,84.5,1.00595238095238,0,2,5.33333333333333,1,0
1609,Ondrej Duda,25,Argentina,Central Attacking Midfielders,1. FC Köln,12.0,Sagittarius,Right,181,72000.0,1500000.0,6000000.0,8000000.0,77.0,75.0,79.0,2016.0,77.0,1.0,0,2,5.33333333333333,1,0
1610,Isaiah Brown,24,Sweden,Strikers,"Jul 1, 2018",1.0,Capricorn,Either,182,16000.0,300000.0,1600000.0,1600000.0,73.0,68.0,99.0,2015.0,68.0,0.931506849315068,9,0,5.33333333333333,1,0
1611,James Garner,19,Portugal,Central Midfielders,Man Utd,3.0,Pisces,Right,186,40000.0,750000.0,5000000.0,4000000.0,78.0,73.0,70.0,2019.0,71.5,0.916666666666667,2,2,5.33333333333333,1,0
1612,Jairo Riedewald,23,Italy,Central Defenders,Crystal Palace,9.0,Virgo,Left,188,260000.0,1500000.0,12000000.0,8000000.0,79.0,74.0,73.0,2016.0,73.5,0.930379746835443,1,1,5.33333333333333,1,0
1613,Victor Cedron,26,Peru,Central Attacking Midfielders,Cesar Vallejo,10.0,Libra,Left,173,4000.0,70000.0,60000.0,375000.0,75.0,72.0,68.0,2014.0,70.0,0.933333333333333,0,1,5.35714285714286,1,0
1614,Lucas Bijker,27,Netherlands,Left Backs,KV Mechelen,3.0,Pisces,Left,175,20000.0,140000.0,347000.0,750000.0,75.0,73.0,45.0,2014.0,59.0,0.786666666666667,5,1,5.35714285714286,1,0
1615,Vukasin Jovanovic,24,Spain,Central Defenders,Bordeaux,5.0,Taurus,Right,188,24000.0,280000.0,2000000.0,1500000.0,77.0,74.0,59.0,2016.0,66.5,0.863636363636364,1,2,5.35714285714286,1,0
1616,Lewis Baker,25,England,Left Wingers,Chelsea,4.0,Taurus,Either,182,120000.0,650000.0,6000000.0,3500000.0,68.0,70.0,73.0,2014.0,71.5,1.05147058823529,6,0,5.38461538461539,1,0
1617,Manuel Locatelli,22,Spain,Defensive Midfielders,Sassuolo,1.0,Capricorn,Right,186,92000.0,6500000.0,17000000.0,35000000.0,80.0,82.0,90.0,2019.0,86.0,1.075,3,2,5.38461538461539,1,0
1618,Mattia Perin,27,Italy,Goalkeepers,Zebre,11.0,Scorpio,Right,188,300000.0,1300000.0,6000000.0,7000000.0,77.0,78.0,86.0,2014.0,82.0,1.06493506493506,4,2,5.38461538461539,1,0
1619,Nico Elvedi,23,Brazil,Central Defenders,Borussia M'gladbach,9.0,Libra,Right,189,128000.0,5200000.0,6000000.0,28000000.0,77.0,79.0,84.0,2017.0,81.5,1.05844155844156,1,2,5.38461538461539,1,0
1620,Wouter Burger,19,France,Central Midfielders,Feyenoord,2.0,Aquarius,Left,190,4000.0,130000.0,824000.0,700000.0,76.0,65.0,56.0,2019.0,60.5,0.796052631578947,2,1,5.38461538461539,1,0
1621,Ibrahima Konate,21,Italy,Central Defenders,RB Leipzig,5.0,Gemini,Right,194,140000.0,6500000.0,7000000.0,35000000.0,81.0,76.0,72.0,2019.0,74.0,0.91358024691358,1,2,5.38461538461539,1,0
1622,Konrad Laimer,23,Portugal,Central Midfielders,RB Leipzig,5.0,Gemini,Right,180,212000.0,4800000.0,7000000.0,26000000.0,83.0,77.0,99.0,2018.0,77.0,0.927710843373494,2,2,5.41666666666667,1,0
1623,Alessandro Russo,19,Brazil,Goalkeepers,Sassuolo,3.0,Aries,Right,193,20000.0,120000.0,416000.0,650000.0,77.0,71.0,99.0,2019.0,71.0,0.922077922077922,4,2,5.41666666666667,1,0
1624,Josip Brekalo,22,Croatia,Left Wingers,VfL Wolfsburg,6.0,Cancer,Right,180,128000.0,2200000.0,4000000.0,12000000.0,78.0,76.0,99.0,2017.0,76.0,0.974358974358975,6,2,5.45454545454545,1,0
1625,Wylan Cyprien,25,France,Central Midfielders,OGC Nice,1.0,Aquarius,Right,182,128000.0,1100000.0,4000000.0,6000000.0,72.0,74.0,64.0,2014.0,69.0,0.958333333333333,2,2,5.45454545454545,1,0
1626,Svetozar Markovic,20,France,Central Defenders,Olympiakos,3.0,Aries,Right,184,24000.0,330000.0,517000.0,1800000.0,80.0,70.0,68.0,2019.0,69.0,0.8625,1,2,5.45454545454545,1,0
1627,Jose Gimenez,25,Italy,Central Defenders,A. Madrid,1.0,Aquarius,Right,185,352000.0,11000000.0,48000000.0,60000000.0,82.0,84.0,82.0,2016.0,83.0,1.01219512195122,1,2,5.45454545454545,1,0
1628,Andriy Lunin,21,Switzerland,Goalkeepers,R. Madrid,2.0,Aquarius,Right,191,24000.0,550000.0,1000000.0,3000000.0,77.0,74.0,54.0,2019.0,64.0,0.831168831168831,4,2,5.45454545454545,1,0
1629,Raphael Varane,27,France,Central Defenders,R. Madrid,4.0,Taurus,Right,191,788000.0,12800000.0,52000000.0,70000000.0,86.0,84.0,91.0,2014.0,87.5,1.01744186046512,1,2,5.46875,1,0
1630,Patrik Schick,24,Brazil,Strikers,Bayer 04,1.0,Aquarius,Left,187,356000.0,4200000.0,10000000.0,23000000.0,79.0,79.0,83.0,2017.0,81.0,1.0253164556962,9,1,5.47619047619048,1,0
1631,Harry Wilson,23,Wales,Right Wingers,Liverpool,3.0,Aries,Left,173,160000.0,3100000.0,14000000.0,17000000.0,81.0,77.0,69.0,2018.0,73.0,0.901234567901235,8,1,5.48387096774194,1,0
1632,Siebe Schrijvers,24,Spain,Strikers,OHL,7.0,Cancer,Right,177,44000.0,400000.0,3000000.0,2200000.0,73.0,71.0,68.0,2015.0,69.5,0.952054794520548,9,2,5.5,1,0
1633,Ryan Fraser,26,Bulgaria,Right Wingers,Newcastle,2.0,Pisces,Right,163,260000.0,1800000.0,26000000.0,10000000.0,74.0,76.0,74.0,2015.0,75.0,1.01351351351351,8,2,5.55555555555556,1,0
1634,Ezequiel Barco,21,France,Central Attacking Midfielders,Atlanta United,3.0,Aries,Right,166,84000.0,1800000.0,4000000.0,10000000.0,77.0,75.0,99.0,2017.0,75.0,0.974025974025974,0,2,5.55555555555556,1,0
1635,Seung-Woo Lee,22,Germany,Central Attacking Midfielders,STVV,1.0,Capricorn,Right,173,24000.0,90000.0,701000.0,500000.0,74.0,68.0,99.0,2017.0,68.0,0.918918918918919,0,2,5.55555555555556,1,0
1636,Hector Bellerin,25,Spain,Right Backs,Arsenal,3.0,Pisces,Right,177,440000.0,4500000.0,27000000.0,25000000.0,70.0,79.0,79.0,2015.0,79.0,1.12857142857143,7,2,5.55555555555556,1,0
1637,Jean-Paul Boetius,26,Netherlands,Right Wingers,Mainz 05,3.0,Aries,Right,178,56000.0,900000.0,7000000.0,5000000.0,77.0,77.0,78.0,2015.0,77.5,1.00649350649351,8,2,5.55555555555556,1,0
1638,Marko Rog,25,Spain,Right Wingers,Cagliari,7.0,Cancer,Right,180,196000.0,1800000.0,8000000.0,10000000.0,73.0,77.0,75.0,2016.0,76.0,1.04109589041096,8,2,5.55555555555556,1,0
1639,Corentin Tolisso,25,Tunisia,Defensive Midfielders,FC Bayern,8.0,Leo,Right,181,492000.0,3600000.0,28000000.0,20000000.0,75.0,81.0,77.0,2015.0,79.0,1.05333333333333,3,2,5.55555555555556,1,0
1640,Fedor Chalov,22,England,Strikers,CSKA Moscow,4.0,Aries,Right,183,84000.0,1800000.0,3000000.0,10000000.0,78.0,77.0,72.0,2019.0,74.5,0.955128205128205,9,2,5.55555555555556,1,0
1641,Brice Samba,26,Russia,Goalkeepers,Nottm Forest,4.0,Taurus,Left,186,28000.0,450000.0,4000000.0,2500000.0,76.0,73.0,72.0,2015.0,72.5,0.953947368421053,4,1,5.55555555555556,1,0
1642,Riccardo Marchizza,22,Italy,Central Defenders,Sassuolo,3.0,Aries,Left,187,40000.0,270000.0,2000000.0,1500000.0,78.0,70.0,70.0,2018.0,70.0,0.897435897435898,1,1,5.55555555555556,1,0
1643,Gaston Guruceaga,25,Mexico,Goalkeepers,Free Transfer,3.0,Pisces,Left,189,156000.0,90000.0,500000.0,500000.0,77.0,73.0,68.0,2015.0,70.5,0.915584415584416,4,1,5.55555555555556,1,0
1644,Niklas Stark,25,Uruguay,Defensive Midfielders,Hertha BSC,4.0,Aries,Right,190,84000.0,1800000.0,8000000.0,10000000.0,80.0,75.0,76.0,2015.0,75.5,0.94375,3,2,5.55555555555556,1,0
1645,Valerio Verre,26,Italy,Central Midfielders,Sampdoria,1.0,Capricorn,Either,181,92000.0,625000.0,4000000.0,3500000.0,73.0,77.0,71.0,2014.0,74.0,1.01369863013699,2,0,5.6,1,0
1646,Luca Mazzitelli,24,Ghana,Central Midfielders,Sassuolo,11.0,Scorpio,Right,184,64000.0,500000.0,1000000.0,2800000.0,72.0,71.0,66.0,2015.0,68.5,0.951388888888889,2,2,5.6,1,0
1647,Achraf Hakimi,21,Brazil,Right Backs,Inter,11.0,Scorpio,Right,181,536000.0,10700000.0,32000000.0,60000000.0,80.0,81.0,77.0,2019.0,79.0,0.9875,7,2,5.60747663551402,1,0
1648,Giorgian De Arrascaeta,26,Netherlands,Central Attacking Midfielders,FLA,6.0,Gemini,Right,172,104000.0,3200000.0,8000000.0,18000000.0,73.0,82.0,84.0,2015.0,83.0,1.13698630136986,0,2,5.625,1,0
1649,Milot Rashica,24,Brazil,Right Wingers,SV Werder,6.0,Cancer,Right,177,140000.0,1600000.0,10000000.0,9000000.0,77.0,73.0,71.0,2017.0,72.0,0.935064935064935,8,2,5.625,1,0
1650,Mateo Kovacic,26,Scotland,Central Midfielders,Chelsea,5.0,Taurus,Right,178,600000.0,8000000.0,38000000.0,45000000.0,84.0,82.0,88.0,2015.0,85.0,1.01190476190476,2,2,5.625,1,0
1651,Trent Alexander-Arnold,21,Spain,Right Backs,Liverpool,10.0,Libra,Right,180,300000.0,13300000.0,55000000.0,75000000.0,82.0,84.0,91.0,2018.0,87.5,1.06707317073171,7,2,5.6390977443609,1,0
1652,Idrissa Doumbia,22,Switzerland,Defensive Midfielders,Sporting,4.0,Aries,Right,187,60000.0,620000.0,2000000.0,3500000.0,77.0,70.0,72.0,2017.0,71.0,0.922077922077922,3,2,5.64516129032258,1,0
1653,Sonny Kittel,27,Germany,Right Wingers,Hamburger SV,1.0,Capricorn,Either,179,56000.0,425000.0,2000000.0,2400000.0,71.0,76.0,68.0,2014.0,72.0,1.01408450704225,8,0,5.64705882352941,1,0
1654,Lovro Majer,22,Georgia,Central Attacking Midfielders,Dinamo,1.0,Capricorn,Left,179,44000.0,2300000.0,3000000.0,13000000.0,80.0,78.0,68.0,2018.0,73.0,0.9125,0,1,5.65217391304348,1,0
1655,Kepa Arrizabalaga,25,Spain,Goalkeepers,Chelsea,10.0,Libra,Right,186,620000.0,2300000.0,19000000.0,13000000.0,78.0,83.0,74.0,2016.0,78.5,1.00641025641026,4,2,5.65217391304348,1,0
1656,Antonio Marin,19,Argentina,Left Wingers,Dinamo,1.0,Capricorn,Either,182,16000.0,150000.0,833000.0,850000.0,76.0,71.0,62.0,2018.0,66.5,0.875,6,0,5.66666666666667,1,0
1657,Josef Martinez,27,Venezuela,Strikers,Atlanta United,5.0,Taurus,Right,173,184000.0,2200000.0,5000000.0,12500000.0,76.0,79.0,68.0,2014.0,73.5,0.967105263157895,9,2,5.68181818181818,1,0
1658,Kai Havertz,21,Argentina,Central Attacking Midfielders,Chelsea,6.0,Gemini,Left,186,600000.0,12300000.0,40000000.0,70000000.0,87.0,82.0,86.0,2018.0,84.0,0.96551724137931,0,1,5.69105691056911,1,0
1659,David Brooks,23,Portugal,Central Attacking Midfielders,Bournemouth,7.0,Cancer,Left,173,80000.0,2800000.0,14000000.0,16000000.0,77.0,79.0,63.0,2018.0,71.0,0.922077922077922,0,1,5.71428571428571,1,0
1660,Jeremy Dudziak,24,Brazil,Left Backs,Hamburger SV,8.0,Virgo,Left,176,36000.0,350000.0,683000.0,2000000.0,71.0,72.0,59.0,2015.0,65.5,0.922535211267606,5,1,5.71428571428571,1,0
1661,Craig Wighton,23,Cameroon,Strikers,Hearts,7.0,Leo,Right,178,4000.0,70000.0,37000.0,400000.0,76.0,67.0,68.0,2015.0,67.5,0.888157894736842,9,2,5.71428571428571,1,0
1662,Antonio Barreca,25,Spain,Left Backs,AS Monaco,3.0,Pisces,Left,183,112000.0,350000.0,3000000.0,2000000.0,74.0,74.0,56.0,2015.0,65.0,0.878378378378378,5,1,5.71428571428571,1,0
1663,Nicolo Zaniolo,21,Portugal,Central Midfielders,Roma,7.0,Cancer,Left,189,324000.0,7000000.0,22000000.0,40000000.0,85.0,83.0,64.0,2019.0,73.5,0.864705882352941,2,1,5.71428571428571,1,0
1664,Alexander Isak,20,Mexico,Strikers,Real San Sebastián,9.0,Virgo,Right,190,64000.0,7000000.0,8000000.0,40000000.0,84.0,82.0,79.0,2018.0,80.5,0.958333333333333,9,2,5.71428571428571,1,0
1665,Iver Fossum,23,France,Defensive Midfielders,AaB,10.0,Libra,Right,180,24000.0,260000.0,814000.0,1500000.0,83.0,72.0,68.0,2016.0,70.0,0.843373493975904,3,2,5.76923076923077,1,0
1666,Dele Alli,24,Mexico,Central Midfielders,Tottenham,4.0,Aries,Right,188,400000.0,5200000.0,29000000.0,30000000.0,77.0,81.0,68.0,2016.0,74.5,0.967532467532468,2,2,5.76923076923077,1,0
1667,Sead Haksabanovic,21,Spain,Left Wingers,IFK Norrköping,5.0,Taurus,Right,173,16000.0,950000.0,1000000.0,5500000.0,75.0,75.0,72.0,2018.0,73.5,0.98,6,2,5.78947368421053,1,0
1668,Sead Haksabanovic,21,England,Left Wingers,IFK Norrköping,5.0,Taurus,Right,173,16000.0,950000.0,1000000.0,5500000.0,77.0,75.0,72.0,2019.0,73.5,0.954545454545455,6,2,5.78947368421053,1,0
1669,Youri Tielemans,23,Germany,Central Midfielders,Leicester,5.0,Taurus,Right,176,480000.0,9500000.0,41000000.0,55000000.0,81.0,84.0,80.0,2017.0,82.0,1.01234567901235,2,2,5.78947368421053,1,0
1670,Franck Kessie,23,Italy,Defensive Midfielders,Milan,12.0,Sagittarius,Right,183,288000.0,9500000.0,24000000.0,55000000.0,79.0,82.0,84.0,2017.0,83.0,1.05063291139241,3,2,5.78947368421053,1,0
1671,Granit Xhaka,27,Switzerland,Defensive Midfielders,Arsenal,9.0,Libra,Left,185,400000.0,3800000.0,29000000.0,22000000.0,78.0,79.0,85.0,2014.0,82.0,1.05128205128205,3,1,5.78947368421053,1,0
1672,Ridle Baku,22,Morocco,Central Midfielders,VfL Wolfsburg,4.0,Aries,Right,176,56000.0,4300000.0,4000000.0,25000000.0,77.0,75.0,99.0,2019.0,75.0,0.974025974025974,2,2,5.81395348837209,1,0
1673,Reno Piscopo,23,Paraguay,Strikers, Wellington Phoenix,5.0,Gemini,Either,173,16000.0,60000.0,350000.0,350000.0,75.0,68.0,68.0,2015.0,68.0,0.906666666666667,9,0,5.83333333333333,1,0
1674,Markus Bay,23,Argentina,Central Attacking Midfielders,Fremad Amager,2.0,Aquarius,Right,174,40000.0,60000.0,7000.0,350000.0,72.0,65.0,99.0,2015.0,65.0,0.902777777777778,0,2,5.83333333333333,1,0
1675,Rodrigo Amaral,23,Argentina,Strikers,Free Transfer,3.0,Aries,Left,178,156000.0,60000.0,350000.0,350000.0,74.0,74.0,68.0,2015.0,71.0,0.959459459459459,9,1,5.83333333333333,1,0
1676,Bart Ramselaar,24,Germany,Central Midfielders,FC Utrecht,6.0,Cancer,Right,180,20000.0,600000.0,4000000.0,3500000.0,76.0,74.0,68.0,2016.0,71.0,0.93421052631579,2,2,5.83333333333333,1,0
1677,Robert Burbano,26,Italy,Right Wingers, Delfín SC,4.0,Aries,Either,180,80000.0,60000.0,350000.0,350000.0,75.0,68.0,68.0,2015.0,68.0,0.906666666666667,8,0,5.83333333333333,1,0
1678,Francisco Ortega,21,Brazil,Left Backs,Vélez,3.0,Pisces,Left,177,8000.0,170000.0,1000000.0,1000000.0,77.0,74.0,60.0,2019.0,67.0,0.87012987012987,5,1,5.88235294117647,1,0
1679,Manolo Portanova,20,France,Central Midfielders,Genoa,6.0,Gemini,Left,183,12000.0,170000.0,359000.0,1000000.0,79.0,65.0,68.0,2018.0,66.5,0.841772151898734,2,1,5.88235294117647,1,0
1680,Nemanja Radoja,27,Serbia,Defensive Midfielders,Levante,2.0,Aquarius,Right,186,72000.0,425000.0,8000000.0,2500000.0,75.0,77.0,74.0,2014.0,75.5,1.00666666666667,3,2,5.88235294117647,1,0
1681,Diogo Leite,21,England,Central Defenders,FCP,1.0,Aquarius,Left,188,16000.0,1700000.0,7000000.0,10000000.0,74.0,70.0,74.0,2019.0,72.0,0.972972972972973,1,1,5.88235294117647,1,0
1682,Zakaria Labyad,27,MAR,Left Wingers,Ajax,3.0,Pisces,Right,175,20000.0,675000.0,3000000.0,4000000.0,78.0,74.0,70.0,2014.0,72.0,0.923076923076923,6,2,5.92592592592593,1,0
1683,Mahmoud Dahoud,24,Italy,Central Midfielders,Borussia Dortmund,1.0,Capricorn,Right,177,280000.0,2700000.0,12000000.0,16000000.0,80.0,79.0,68.0,2016.0,73.5,0.91875,2,2,5.92592592592593,1,0
1684,Ismaila Sarr,22,Argentina,Left Wingers,Watford,2.0,Pisces,Right,185,280000.0,3700000.0,14000000.0,22000000.0,72.0,73.0,73.0,2018.0,73.0,1.01388888888889,6,2,5.94594594594595,1,0
1685,Jason Denayer,25,Spain,Central Defenders,OL,6.0,Cancer,Right,184,228000.0,4200000.0,11000000.0,25000000.0,75.0,77.0,77.0,2015.0,77.0,1.02666666666667,1,2,5.95238095238095,1,0
1686,Kristoffer Ajer,22,England,Central Midfielders,Celtic,4.0,Aries,Right,196,56000.0,670000.0,6000000.0,4000000.0,81.0,75.0,68.0,2017.0,71.5,0.882716049382716,2,2,5.97014925373134,1,0
1687,Clifford Aboagye,25,Ghana,Central Attacking Midfielders,Tijuana,2.0,Aquarius,Right,165,24000.0,300000.0,853000.0,1800000.0,78.0,74.0,54.0,2014.0,64.0,0.820512820512821,0,2,6.0,1,0
1688,Clifford Aboagye,25,Italy,Central Attacking Midfielders,Tijuana,2.0,Aquarius,Right,165,24000.0,300000.0,853000.0,1800000.0,80.0,74.0,99.0,2016.0,74.0,0.925,0,2,6.0,1,0
1689,Lorenzo Faravelli,27,Argentina,Central Attacking Midfielders,Independiente del Valle,3.0,Aries,Right,171,8000.0,250000.0,185000.0,1500000.0,75.0,73.0,73.0,2014.0,73.0,0.973333333333333,0,2,6.0,1,0
1690,Mustafa Kapi,17,Argentina,Central Midfielders,LOSC,8.0,Leo,Right,171,16000.0,50000.0,56000.0,300000.0,77.0,63.0,68.0,2019.0,65.5,0.850649350649351,2,2,6.0,1,0
1691,Maximiliano Romero,21,Portugal,Strikers,PSV,1.0,Capricorn,Right,179,4000.0,500000.0,4000000.0,3000000.0,84.0,74.0,99.0,2016.0,74.0,0.880952380952381,9,2,6.0,1,0
1692,Adama Traore,25,Brazil,Right Wingers,Hatayspor,6.0,Cancer,Left,180,44000.0,5000000.0,5000000.0,30000000.0,74.0,73.0,77.0,2016.0,75.0,1.01351351351351,8,1,6.0,1,0
1693,Ezri Konsa,22,Nigeria,Central Defenders,Aston Villa,10.0,Scorpio,Right,183,120000.0,2000000.0,12000000.0,12000000.0,80.0,78.0,75.0,2019.0,76.5,0.95625,1,2,6.0,1,0
1694,Dawid Kownacki,23,Italy,Strikers,Fortuna Düsseldorf,3.0,Pisces,Right,185,64000.0,500000.0,2000000.0,3000000.0,71.0,76.0,61.0,2015.0,68.5,0.964788732394366,9,2,6.0,1,0
1695,Alessandro Murgia,23,Austria,Central Midfielders,SPAL,8.0,Leo,Right,185,92000.0,250000.0,2000000.0,1500000.0,71.0,73.0,62.0,2015.0,67.5,0.950704225352113,2,2,6.0,1,0
1696,Riccardo Marchizza,22,Italy,Central Defenders,Sassuolo,3.0,Aries,Left,187,40000.0,250000.0,2000000.0,1500000.0,77.0,70.0,99.0,2017.0,70.0,0.909090909090909,1,1,6.0,1,0
1697,Matej Mitrovic,26,Serbia,Central Defenders,Club Brugge,11.0,Scorpio,Right,187,56000.0,300000.0,5000000.0,1800000.0,76.0,74.0,68.0,2015.0,71.0,0.93421052631579,1,2,6.0,1,0
1698,Reece Oxford,21,Germany,Central Defenders,FC Augsburg,12.0,Sagittarius,Right,191,56000.0,500000.0,2000000.0,3000000.0,75.0,73.0,72.0,2017.0,72.5,0.966666666666667,1,2,6.0,1,0
1699,Reece Oxford,21,Argentina,Central Defenders,FC Augsburg,12.0,Sagittarius,Right,191,56000.0,500000.0,2000000.0,3000000.0,75.0,73.0,72.0,2016.0,72.5,0.966666666666667,1,2,6.0,1,0
1700,Cesar Montes,23,Switzerland,Central Defenders,Monterrey,2.0,Pisces,Right,191,56000.0,1000000.0,2000000.0,6000000.0,75.0,72.0,67.0,2017.0,69.5,0.926666666666667,1,2,6.0,1,0
