,Player,Age,Nation,Position,Club,Birthday,Astrology,Foot,Height,Wage,youth_value,Game Value,TransferMarket Value,Game Rating,predicted_rate,Fotball Critic rating,FMyear,rate avg,ratio predicted,numeric position,numeric foot,value_rate,label,label value
331,Abel Arganaraz,22,Argentina,Strikers,Ctral. Córdoba (SdE),7.0,Cancer,Right,173,32000.0,620000.0,1000000.0,400000.0,71.0,70.0,68.0,2015.0,69.0,0.971830985915493,9,2,0.645161290322581,0,0
332,Franco Perez,21,Croatia,Strikers,Aldosivi,11.0,Scorpio,Right,180,12000.0,620000.0,451000.0,400000.0,72.0,71.0,59.0,2015.0,65.0,0.902777777777778,9,2,0.645161290322581,0,0
333,Erick Torres,27,Mexico,Strikers,Atlanta United,1.0,Capricorn,Right,181,20000.0,775000.0,1000000.0,500000.0,77.0,72.0,55.0,2014.0,63.5,0.824675324675325,9,2,0.645161290322581,0,0
334,Marco Varnier,22,Italy,Central Defenders,Atalanta,6.0,Gemini,Right,186,40000.0,620000.0,777000.0,400000.0,75.0,69.0,68.0,2018.0,68.5,0.913333333333333,1,2,0.645161290322581,0,0
335,Lucas Andersen,25,Denmark,Central Attacking Midfielders,AaB,9.0,Virgo,Right,180,40000.0,2000000.0,5000000.0,1300000.0,77.0,78.0,56.0,2014.0,67.0,0.87012987012987,0,2,0.65,0,0
336,Amadou Diawara,23,Argentina,Defensive Midfielders,Roma,7.0,Cancer,Right,182,324000.0,21500000.0,8000000.0,14000000.0,82.0,80.0,75.0,2018.0,77.5,0.945121951219512,3,2,0.651162790697675,0,0
337,Josh Tymon,21,England,Left Backs,Stoke,5.0,Gemini,Left,178,28000.0,2300000.0,200000.0,1500000.0,82.0,72.0,57.0,2018.0,64.5,0.786585365853659,5,1,0.652173913043478,0,0
338,Jordan Torunarigha,22,Brazil,Central Defenders,Hertha BSC,8.0,Leo,Left,191,56000.0,4600000.0,3000000.0,3000000.0,79.0,77.0,73.0,2019.0,75.0,0.949367088607595,1,1,0.652173913043478,0,0
339,Antonio Marin,19,Italy,Left Wingers,Dinamo,1.0,Capricorn,Either,182,16000.0,1300000.0,833000.0,850000.0,82.0,71.0,99.0,2019.0,71.0,0.865853658536585,6,0,0.653846153846154,0,0
340,Felix Passlack,22,France,Right Backs,Borussia Dortmund,5.0,Gemini,Right,170,72000.0,3800000.0,869000.0,2500000.0,78.0,70.0,56.0,2018.0,63.0,0.807692307692308,7,2,0.657894736842105,0,0
341,Moses Odjer,23,South Africa,Central Attacking Midfielders,Palermo,8.0,Leo,Right,170,4000.0,750000.0,263000.0,500000.0,73.0,69.0,45.0,2015.0,57.0,0.780821917808219,0,2,0.666666666666667,0,0
342,Bilal Basacikoglu,25,Netherlands,Right Wingers,Gaziantep FK,3.0,Aries,Right,173,36000.0,750000.0,927000.0,500000.0,77.0,71.0,50.0,2015.0,60.5,0.785714285714286,8,2,0.666666666666667,0,0
343,Phakamani Mahlambi,22,Brazil,Central Attacking Midfielders,Sundowns,9.0,Virgo,Right,174,12000.0,600000.0,252000.0,400000.0,74.0,67.0,68.0,2017.0,67.5,0.912162162162162,0,2,0.666666666666667,0,0
344,Nicolas Schiappacasse,21,Argentina,Strikers,Sassuolo,1.0,Capricorn,Right,180,28000.0,1200000.0,2000000.0,800000.0,77.0,71.0,68.0,2017.0,69.5,0.902597402597403,9,2,0.666666666666667,0,0
345,Sam Byram,26,England,Right Backs,Norwich,9.0,Virgo,Right,181,72000.0,3000000.0,5000000.0,2000000.0,77.0,79.0,57.0,2015.0,68.0,0.883116883116883,7,2,0.666666666666667,0,0
346,Antonio Vutov,24,Bulgaria,Central Attacking Midfielders,Mezokovesd,6.0,Gemini,Left,183,4000.0,600000.0,342000.0,400000.0,75.0,70.0,68.0,2014.0,69.0,0.92,0,1,0.666666666666667,0,0
347,Kenneth Omeruo,26,Spain,Central Defenders,Leganés,10.0,Libra,Right,185,56000.0,3000000.0,5000000.0,2000000.0,75.0,74.0,65.0,2015.0,69.5,0.926666666666667,1,2,0.666666666666667,0,0
348,Cameron Carter-Vickers,22,Colombia,Central Defenders,Tottenham,12.0,Capricorn,Right,185,80000.0,3000000.0,3000000.0,2000000.0,78.0,74.0,70.0,2017.0,72.0,0.923076923076923,1,2,0.666666666666667,0,0
349,Simeon Slavchev,26,Cameroon,Central Midfielders,Levski,9.0,Libra,Right,186,8000.0,300000.0,48000.0,200000.0,75.0,68.0,68.0,2015.0,68.0,0.906666666666667,2,2,0.666666666666667,0,0
350,Tommie Hoban,26,Irland,Central Defenders,Aberdeen,1.0,Aquarius,Right,188,16000.0,675000.0,1000000.0,450000.0,72.0,72.0,68.0,2014.0,70.0,0.972222222222222,1,2,0.666666666666667,0,0
351,Mike van der Hoorn,27,Netherlands,Central Defenders,Arminia Bielefeld,10.0,Scorpio,Right,190,44000.0,3000000.0,3000000.0,2000000.0,78.0,75.0,70.0,2014.0,72.5,0.92948717948718,1,2,0.666666666666667,0,0
352,Pontus Dahlberg,21,Germany,Goalkeepers,Watford,1.0,Aquarius,Right,194,12000.0,1800000.0,4000000.0,1200000.0,77.0,76.0,99.0,2019.0,76.0,0.987012987012987,4,2,0.666666666666667,0,0
353,Ajibola Alese,19,Norway,Central Defenders,West Ham,1.0,Capricorn,Left,194,20000.0,270000.0,184000.0,184000.0,74.0,63.0,68.0,2019.0,65.5,0.885135135135135,1,1,0.681481481481482,0,0
354,Lucas Andersen,25,Italy,Central Attacking Midfielders,AaB,9.0,Virgo,Right,180,40000.0,1900000.0,5000000.0,1300000.0,81.0,78.0,56.0,2015.0,67.0,0.827160493827161,0,2,0.68421052631579,0,0
355,Jorge Mere,23,Germany,Central Defenders,1. FC Köln,4.0,Aries,Right,182,176000.0,5100000.0,2000000.0,3500000.0,82.0,74.0,75.0,2017.0,74.5,0.908536585365854,1,2,0.686274509803922,0,0
356,Victor Tsygankov,22,Turkey,Right Wingers,Dynamo Kyiv,11.0,Scorpio,Left,177,84000.0,13100000.0,9000000.0,9000000.0,81.0,78.0,72.0,2019.0,75.0,0.925925925925926,8,1,0.687022900763359,0,0
357,Riechedly Bazoer,23,Uruguay,Central Midfielders,Vitesse,10.0,Libra,Right,184,20000.0,6500000.0,5000000.0,4500000.0,79.0,76.0,70.0,2018.0,73.0,0.924050632911392,2,2,0.692307692307692,0,0
358,Ricardo Kishna,25,Netherlands,Left Wingers,ADO Den Haag,1.0,Capricorn,Left,187,8000.0,650000.0,2000000.0,450000.0,77.0,78.0,99.0,2014.0,78.0,1.01298701298701,6,1,0.692307692307692,0,0
359,Borja San Emeterio,23,Serbia,Right Backs,Numantia,3.0,Pisces,Right,173,16000.0,360000.0,121000.0,250000.0,81.0,71.0,68.0,2016.0,69.5,0.858024691358025,7,2,0.694444444444444,0,0
360,Demarai Gray,24,England,Left Wingers,Bayer 04,6.0,Cancer,Right,184,196000.0,11500000.0,5000000.0,8000000.0,74.0,71.0,68.0,2017.0,69.5,0.939189189189189,6,2,0.695652173913044,0,0
361,Mickael Cuisance,20,Germany,Central Midfielders,FC Bayern,8.0,Leo,Left,181,176000.0,4300000.0,3000000.0,3000000.0,84.0,74.0,69.0,2019.0,71.5,0.851190476190476,2,1,0.697674418604651,0,0
362,Timo Baumgartl,24,Belgium,Central Defenders,PSV,3.0,Pisces,Right,190,72000.0,4300000.0,4000000.0,3000000.0,77.0,72.0,60.0,2016.0,66.0,0.857142857142857,1,2,0.697674418604651,0,0
363,Henry Onyekuru,23,Montenegro,Left Wingers,AS Monaco,6.0,Gemini,Right,175,176000.0,10000000.0,8000000.0,7000000.0,78.0,75.0,66.0,2018.0,70.5,0.903846153846154,6,2,0.7,0,0
364,Julian Fernandez,25,Brazil,Defensive Midfielders,Newell's,3.0,Aries,Right,177,16000.0,1000000.0,3000000.0,700000.0,82.0,74.0,68.0,2016.0,71.0,0.865853658536585,3,2,0.7,0,0
365,Alvaro Vadillo,25,Argentina,Right Wingers,Vigo,9.0,Virgo,Right,180,40000.0,1000000.0,5000000.0,700000.0,77.0,77.0,68.0,2015.0,72.5,0.941558441558442,8,2,0.7,0,0
366,Alec Georgen,21,Portugal,Right Backs,AJ Auxerre,9.0,Virgo,Right,172,8000.0,570000.0,82000.0,400000.0,76.0,68.0,68.0,2018.0,68.0,0.894736842105263,7,2,0.701754385964912,0,0
367,Timo Konigsmann,23,Spain,Goalkeepers,Mannheim,4.0,Aries,Right,184,8000.0,320000.0,23000.0,225000.0,73.0,65.0,68.0,2016.0,66.5,0.910958904109589,4,2,0.703125,0,0
368,Armando Zamorano,26,Croatia,Left Wingers,Cancún,10.0,Libra,Left,166,4000.0,850000.0,48000.0,600000.0,76.0,67.0,68.0,2015.0,67.5,0.888157894736842,6,1,0.705882352941177,0,0
369,Angel Gomes,19,Norway,Central Attacking Midfielders,LOSC,8.0,Virgo,Either,168,80000.0,8500000.0,5000000.0,6000000.0,82.0,80.0,66.0,2019.0,73.0,0.890243902439024,0,0,0.705882352941177,0,0
370,Sebastián Cristóforo,26,England,Central Midfielders,Girona,8.0,Virgo,Right,173,92000.0,1700000.0,677000.0,1200000.0,80.0,72.0,64.0,2015.0,68.0,0.85,2,2,0.705882352941177,0,0
371,Josh Vela,26,Italy,Central Midfielders,Shrewsbury,12.0,Sagittarius,Right,182,12000.0,1700000.0,127000.0,1200000.0,79.0,65.0,53.0,2015.0,59.0,0.746835443037975,2,2,0.705882352941177,0,0
372,Sullay Kaikai,24,England,Strikers,Blackpool,8.0,Virgo,Right,182,16000.0,425000.0,503000.0,300000.0,73.0,67.0,45.0,2014.0,56.0,0.767123287671233,9,2,0.705882352941177,0,0
373,Adrian Ortola,26,Spain,Goalkeepers,Girona,8.0,Leo,Left,187,20000.0,425000.0,559000.0,300000.0,74.0,73.0,99.0,2014.0,73.0,0.986486486486486,4,1,0.705882352941177,0,0
374,Andrija Zivkovic,24,Ukraine,Right Wingers,PAOK,7.0,Cancer,Left,170,48000.0,7000000.0,6000000.0,5000000.0,80.0,81.0,63.0,2017.0,72.0,0.9,8,1,0.714285714285714,0,0
375,Ben Woodburn,20,England,Strikers,Liverpool,10.0,Libra,Right,176,40000.0,2800000.0,1000000.0,2000000.0,86.0,72.0,68.0,2018.0,70.0,0.813953488372093,9,2,0.714285714285714,0,0
376,Nacho Mendez,22,Italy,Central Midfielders,S. Gijón,3.0,Aries,Left,179,20000.0,700000.0,708000.0,500000.0,77.0,72.0,68.0,2019.0,70.0,0.909090909090909,2,1,0.714285714285714,0,0
377,Baba Abdul,26,Brazil,Left Backs, Chelsea FC,7.0,Cancer,Either,179,80000.0,3500000.0,2500000.0,2500000.0,78.0,68.0,69.0,2015.0,68.5,0.878205128205128,5,0,0.714285714285714,0,0
378,Amine Harit,23,Hungary,Central Attacking Midfielders,Schalke 04,6.0,Gemini,Right,180,212000.0,14000000.0,7000000.0,10000000.0,81.0,78.0,76.0,2018.0,77.0,0.950617283950617,0,2,0.714285714285714,0,0
379,Andre Wisdom,27,England,Central Defenders,Derby,5.0,Taurus,Right,186,92000.0,2100000.0,626000.0,1500000.0,74.0,71.0,67.0,2014.0,69.0,0.932432432432432,1,2,0.714285714285714,0,0
380,Will Mannion,22,Spain,Goalkeepers,Pafos,5.0,Taurus,Right,186,108000.0,140000.0,27000.0,100000.0,77.0,66.0,68.0,2019.0,67.0,0.87012987012987,4,2,0.714285714285714,0,0
381,Baily Cargill,25,Belgium,Central Defenders, Forest Green Rovers,7.0,Cancer,Either,189,196000.0,350000.0,250000.0,250000.0,73.0,68.0,68.0,2015.0,68.0,0.931506849315068,1,0,0.714285714285714,0,0
382,Santiago Ascacibar,23,Portugal,Defensive Midfielders,Hertha BSC,2.0,Pisces,Right,168,176000.0,9000000.0,7000000.0,6500000.0,79.0,74.0,70.0,2018.0,72.0,0.911392405063291,3,2,0.722222222222222,0,0
383,Sven van Beek,26,Senegal,Central Defenders,Feyenoord,7.0,Leo,Right,188,20000.0,900000.0,2000000.0,650000.0,75.0,71.0,58.0,2015.0,64.5,0.86,1,2,0.722222222222222,0,0
384,Goncalo Guedes,23,Sweden,Left Wingers,Valencia,11.0,Sagittarius,Right,179,404000.0,34500000.0,21000000.0,25000000.0,80.0,75.0,99.0,2018.0,75.0,0.9375,6,2,0.72463768115942,0,0
385,Diogo Dalot,21,Congo DR,Right Backs,Man Utd,3.0,Pisces,Right,184,128000.0,13800000.0,16000000.0,10000000.0,84.0,77.0,80.0,2019.0,78.5,0.93452380952381,7,2,0.72463768115942,0,0
386,Sergio Diaz,22,Portugal,Strikers,R. Madrid,3.0,Pisces,Right,170,36000.0,1100000.0,855000.0,800000.0,79.0,74.0,68.0,2018.0,71.0,0.89873417721519,9,2,0.727272727272727,0,0
387,Sergio Diaz,22,Brazil,Strikers,R. Madrid,3.0,Pisces,Right,170,36000.0,1100000.0,855000.0,800000.0,82.0,74.0,68.0,2019.0,71.0,0.865853658536585,9,2,0.727272727272727,0,0
388,Emiliano Amor,25,Brazil,Central Defenders,Velez,5.0,Taurus,Right,183,12000.0,1100000.0,909000.0,800000.0,75.0,72.0,77.0,2015.0,74.5,0.993333333333333,1,2,0.727272727272727,0,0
389,Dejan Drazic,24,Italy,Left Wingers,Slovan Bratislava,9.0,Libra,Right,178,4000.0,820000.0,95000.0,600000.0,73.0,71.0,68.0,2016.0,69.5,0.952054794520548,6,2,0.731707317073171,0,0
390,Gil Dias,23,Brazil,Left Wingers,AS Monaco,9.0,Libra,Left,183,36000.0,4100000.0,4000000.0,3000000.0,77.0,73.0,69.0,2018.0,71.0,0.922077922077922,6,1,0.731707317073171,0,0
391,Viktor Fischer,26,Denmark,Strikers,FC Kobenhavn,6.0,Gemini,Either,181,60000.0,3400000.0,1000000.0,2500000.0,80.0,80.0,58.0,2014.0,69.0,0.8625,9,0,0.735294117647059,0,0
392,Stefanos Kapino,26,Cameroon,Goalkeepers,SV Werder,3.0,Pisces,Right,196,28000.0,950000.0,975000.0,700000.0,78.0,72.0,61.0,2015.0,66.5,0.852564102564103,4,2,0.736842105263158,0,0
393,Andre Hoffmann,27,Germany,Defensive Midfielders,Fortuna Düsseldorf,2.0,Pisces,Right,190,36000.0,2700000.0,805000.0,2000000.0,77.0,74.0,62.0,2014.0,68.0,0.883116883116883,3,2,0.740740740740741,0,0
394,Rodrigo Amaral,23,Peru,Strikers,Free Transfer,3.0,Aries,Left,178,16000.0,470000.0,350000.0,350000.0,82.0,74.0,68.0,2016.0,71.0,0.865853658536585,9,1,0.74468085106383,0,0
395,Antonio Otegui,22,Germany,Central Midfielders,Atlético Pamplona,3.0,Pisces,Right,171,12000.0,400000.0,343000.0,300000.0,75.0,69.0,68.0,2017.0,68.5,0.913333333333333,2,2,0.75,0,0
396,Héctor Villalba,26,England,Right Wingers,Libertad,7.0,Leo,Right,173,12000.0,2400000.0,529000.0,1800000.0,71.0,70.0,50.0,2015.0,60.0,0.845070422535211,8,2,0.75,0,0
397,Panos Armenakas,22,Norway,Central Attacking Midfielders, SV Zulte Waregem,8.0,Leo,Either,179,12000.0,400000.0,300000.0,300000.0,73.0,68.0,68.0,2015.0,68.0,0.931506849315068,0,0,0.75,0,0
398,Adnan Januzaj,25,Belgium,Central Attacking Midfielders,Real San Sebastián,2.0,Aquarius,Left,180,312000.0,16000000.0,21000000.0,12000000.0,86.0,81.0,75.0,2014.0,78.0,0.906976744186046,0,1,0.75,0,0
399,Álex Serrano,25,Portugal,Central Attacking Midfielders,Cornellá,2.0,Aquarius,Right,184,8000.0,200000.0,195000.0,150000.0,79.0,68.0,99.0,2015.0,68.0,0.860759493670886,0,2,0.75,0,0
400,Morné Nel,24,Peru,Central Attacking Midfielders,Free Transfer,5.0,Gemini,Right,184,16000.0,200000.0,150000.0,150000.0,72.0,65.0,68.0,2015.0,66.5,0.923611111111111,0,2,0.75,0,0
401,Diogo Queiros,21,England,Central Defenders,Famalicão,1.0,Capricorn,Right,185,8000.0,400000.0,2000000.0,300000.0,78.0,74.0,68.0,2019.0,71.0,0.91025641025641,1,2,0.75,0,0
402,Nany Dimata,22,Russia,Strikers,Anderlecht,9.0,Virgo,Right,185,108000.0,4000000.0,2000000.0,3000000.0,81.0,72.0,99.0,2018.0,72.0,0.888888888888889,9,2,0.75,0,0
403,Kristoffer Ajer,22,Slovakia,Central Defenders,Celtic,4.0,Aries,Right,196,56000.0,8000000.0,6000000.0,6000000.0,81.0,75.0,68.0,2019.0,71.5,0.882716049382716,1,2,0.75,0,0
404,Kelechi Iheanacho,23,Argentina,Strikers,Leicester,10.0,Libra,Left,185,280000.0,26500000.0,22000000.0,20000000.0,77.0,79.0,99.0,2018.0,79.0,1.02597402597403,9,1,0.754716981132076,0,0
405,Alessandro Bordin,21,France,Central Midfielders,Spezia,8.0,Leo,Right,176,4000.0,230000.0,134000.0,175000.0,76.0,65.0,68.0,2017.0,66.5,0.875,2,2,0.760869565217391,0,0
406,Jay Dasilva,22,Ukraine,Left Backs,Bristol City,4.0,Taurus,Left,163,32000.0,2600000.0,789000.0,2000000.0,77.0,72.0,60.0,2019.0,66.0,0.857142857142857,5,1,0.769230769230769,0,0
407,Matias Ramirez,22,England,Strikers, Club Deportivo Godoy Cruz Antonio Tomba,3.0,Pisces,Either,173,8000.0,130000.0,100000.0,100000.0,78.0,68.0,99.0,2015.0,68.0,0.871794871794872,9,0,0.769230769230769,0,0
408,Ismail Azzaoui,22,Serbia,Left Wingers,Heracles Almelo,1.0,Capricorn,Right,177,8000.0,520000.0,126000.0,400000.0,81.0,68.0,58.0,2016.0,63.0,0.777777777777778,6,2,0.769230769230769,0,0
409,Jordi Mboula,21,Portugal,Right Wingers,Mallorca,3.0,Pisces,Right,183,44000.0,1300000.0,728000.0,1000000.0,77.0,70.0,55.0,2019.0,62.5,0.811688311688312,8,2,0.769230769230769,0,0
410,Fabrizio Alastra,22,Poland,Goalkeepers,Parma,10.0,Libra,Right,185,4000.0,130000.0,256000.0,100000.0,76.0,69.0,68.0,2017.0,68.5,0.901315789473684,4,2,0.769230769230769,0,0
411,Kenneth Omeruo,26,Nigiria,Central Defenders,Leganés,10.0,Libra,Right,185,56000.0,2600000.0,5000000.0,2000000.0,72.0,74.0,65.0,2014.0,69.5,0.965277777777778,1,2,0.769230769230769,0,0
412,Pietro Pellegri,19,Serbia,Strikers,AS Monaco,3.0,Pisces,Right,188,84000.0,7800000.0,1000000.0,6000000.0,85.0,72.0,68.0,2018.0,70.0,0.823529411764706,9,2,0.769230769230769,0,0
413,Roman Pidkivka,26,Sweden,Goalkeepers, Chornomorets Odessa,5.0,Taurus,Either,190,8000.0,260000.0,200000.0,200000.0,76.0,68.0,68.0,2015.0,68.0,0.894736842105263,4,0,0.769230769230769,0,0
414,Jack Butland,27,England,Goalkeepers,Crystal Palace,3.0,Pisces,Right,196,140000.0,2600000.0,6000000.0,2000000.0,79.0,75.0,53.0,2014.0,64.0,0.810126582278481,4,2,0.769230769230769,0,0
415,Claudio Gomes,20,Mexico,Defensive Midfielders,Man City,7.0,Leo,Right,164,80000.0,580000.0,246000.0,450000.0,82.0,64.0,40.0,2019.0,52.0,0.634146341463415,3,2,0.775862068965517,0,0
416,Volodymyr Shepelev,23,Spain,Central Midfielders,Dynamo Kyiv,6.0,Gemini,Right,181,32000.0,3200000.0,3000000.0,2500000.0,79.0,74.0,61.0,2018.0,67.5,0.854430379746835,2,2,0.78125,0,0
417,Alex Oxlade-Chamberlain,26,Netherlands,Right Wingers,Liverpool,8.0,Leo,Right,176,480000.0,23000000.0,39000000.0,18000000.0,81.0,82.0,65.0,2015.0,73.5,0.907407407407407,8,2,0.782608695652174,0,0
418,Nathaniel Chalobah,25,Denmark,Central Midfielders,Watford,12.0,Sagittarius,Right,185,140000.0,5700000.0,5000000.0,4500000.0,76.0,73.0,68.0,2016.0,70.5,0.927631578947368,2,2,0.789473684210526,0,0
419,Panagiotis Retsos,21,Greece,Central Defenders,Bayer 04,8.0,Leo,Right,185,148000.0,5700000.0,3000000.0,4500000.0,78.0,74.0,61.0,2018.0,67.5,0.865384615384615,1,2,0.789473684210526,0,0
420,Panagiotis Retsos,21,Portugal,Central Defenders,Bayer 04,8.0,Leo,Right,185,148000.0,5700000.0,3000000.0,4500000.0,81.0,74.0,61.0,2019.0,67.5,0.833333333333333,1,2,0.789473684210526,0,0
421,Karim Rekik,25,Spain,Central Defenders,Sevilla,12.0,Sagittarius,Left,186,84000.0,3800000.0,6000000.0,3000000.0,72.0,74.0,72.0,2015.0,73.0,1.01388888888889,1,1,0.789473684210526,0,0
422,Nikolai Laursen,22,Argentina,Central Attacking Midfielders,FC Emmen,2.0,Pisces,Either,183,4000.0,630000.0,1000000.0,500000.0,76.0,69.0,57.0,2019.0,63.0,0.828947368421053,0,0,0.793650793650794,0,0
423,Will Hughes,25,Serbia,Central Midfielders,Watford,4.0,Aries,Left,186,120000.0,8800000.0,15000000.0,7000000.0,82.0,76.0,68.0,2016.0,72.0,0.878048780487805,2,1,0.795454545454545,0,0
424,David Concha,23,Turkey,Central Attacking Midfielders,Badajoz,11.0,Scorpio,Left,172,16000.0,250000.0,311000.0,200000.0,75.0,73.0,68.0,2015.0,70.5,0.94,0,1,0.8,0,0
425,Cristian Espinoza,25,Portugal,Right Wingers,San Jose,4.0,Aries,Right,173,32000.0,2500000.0,3000000.0,2000000.0,77.0,72.0,68.0,2016.0,70.0,0.909090909090909,8,2,0.8,0,0
426,Phakamani Mahlambi,22,South Africa,Right Wingers,Sundowns,9.0,Virgo,Right,174,12000.0,500000.0,252000.0,400000.0,73.0,67.0,68.0,2018.0,67.5,0.924657534246575,8,2,0.8,0,0
427,Giovanni Troupee,22,England,Right Backs,FC Utrecht,3.0,Pisces,Right,181,8000.0,750000.0,702000.0,600000.0,78.0,71.0,49.0,2017.0,60.0,0.769230769230769,7,2,0.8,0,0
428,Will Keane,27,England,Strikers,Wigan,1.0,Capricorn,Right,187,4000.0,750000.0,73000.0,600000.0,78.0,70.0,45.0,2014.0,57.5,0.737179487179487,9,2,0.8,0,0
429,Emiliano Ozuna,24,Switzerland,Strikers,Celaya,2.0,Aquarius,Left,172,16000.0,620000.0,190000.0,500000.0,75.0,69.0,46.0,2016.0,57.5,0.766666666666667,9,1,0.806451612903226,0,0
430,Antonio Sivera,23,Montenegro,Goalkeepers,Alavés,8.0,Leo,Right,185,20000.0,1100000.0,938000.0,900000.0,76.0,76.0,68.0,2018.0,72.0,0.947368421052632,4,2,0.818181818181818,0,0
431,Matija Nastasic,27,Serbia,Central Defenders,Schalke 04,3.0,Aries,Left,188,280000.0,6100000.0,6000000.0,5000000.0,83.0,77.0,99.0,2014.0,77.0,0.927710843373494,1,1,0.819672131147541,0,0
432,Marcelo Saracchi,22,England,Left Backs,RB Leipzig,4.0,Taurus,Left,172,104000.0,6700000.0,4000000.0,5500000.0,78.0,72.0,74.0,2019.0,73.0,0.935897435897436,5,1,0.82089552238806,0,0
433,Arne Maier,21,Spain,Central Midfielders,Hertha BSC,1.0,Capricorn,Right,186,72000.0,8500000.0,4000000.0,7000000.0,84.0,75.0,67.0,2019.0,71.0,0.845238095238095,2,2,0.823529411764706,0,0
434,Ruben Pardo,27,Spain,Defensive Midfielders,Bordeaux,10.0,Libra,Either,182,100000.0,2900000.0,5000000.0,2400000.0,80.0,77.0,64.0,2014.0,70.5,0.88125,3,0,0.827586206896552,0,0
435,Joey Koorevaar,19,Italy,Goalkeepers,Feyenoord,2.0,Pisces,Left,184,8000.0,100000.0,83000.0,83000.0,71.0,64.0,68.0,2019.0,66.0,0.929577464788732,4,1,0.83,0,0
436,Lionel Enguene,24,Spain,Central Midfielders,Free Transfer,1.0,Capricorn,Right,168,16000.0,180000.0,150000.0,150000.0,74.0,65.0,68.0,2015.0,66.5,0.898648648648649,2,2,0.833333333333333,0,0
437,Jetro Willems,26,Netherlands,Central Defenders,Eintracht Frankfurt,3.0,Aries,Left,169,140000.0,3000000.0,4000000.0,2500000.0,77.0,73.0,99.0,2014.0,73.0,0.948051948051948,1,1,0.833333333333333,0,0
438,Virgil Misidjan,27,Netherlands,Left Wingers,1. FCN,7.0,Leo,Right,173,48000.0,1200000.0,610000.0,1000000.0,74.0,75.0,62.0,2014.0,68.5,0.925675675675676,6,2,0.833333333333333,0,0
439,Lorenzo Callegari,22,Netherlands,Central Midfielders,FC Chambly,2.0,Pisces,Right,174,84000.0,600000.0,64000.0,500000.0,78.0,66.0,68.0,2017.0,67.0,0.858974358974359,2,2,0.833333333333333,0,0
440,Ademola Lookman,22,Croatia,Left Wingers,RB Leipzig,10.0,Libra,Right,174,212000.0,13200000.0,8000000.0,11000000.0,74.0,73.0,75.0,2018.0,74.0,1.0,6,2,0.833333333333333,0,0
441,Antonio Zarzana,18,FYR Macedonia,Central Attacking Midfielders,Sevilla,4.0,Aries,Either,177,16000.0,60000.0,56000.0,50000.0,76.0,61.0,68.0,2019.0,64.5,0.848684210526316,0,0,0.833333333333333,0,0
442,Elias Lopez,20,Portugal,Right Backs,River,7.0,Cancer,Right,178,8000.0,360000.0,624000.0,300000.0,73.0,69.0,68.0,2017.0,68.5,0.938356164383562,7,2,0.833333333333333,0,0
443,Branimir Hrgota,27,Sweden,Strikers,SpVgg Greuther Fürth,1.0,Capricorn,Left,185,28000.0,2400000.0,430000.0,2000000.0,70.0,72.0,68.0,2014.0,70.0,1.0,9,1,0.833333333333333,0,0
444,Szymon Zurkowski,22,Spain,Central Midfielders,Fiorentina,9.0,Libra,Right,185,64000.0,2400000.0,2000000.0,2000000.0,77.0,72.0,61.0,2019.0,66.5,0.863636363636364,2,2,0.833333333333333,0,0
445,Nany Dimata,22,Uruguay,Strikers,Anderlecht,9.0,Virgo,Right,185,108000.0,3600000.0,2000000.0,3000000.0,77.0,72.0,68.0,2019.0,70.0,0.909090909090909,9,2,0.833333333333333,0,0
446,Edimilson Fernandes,24,Portugal,Central Midfielders,Mainz 05,4.0,Aries,Right,187,128000.0,6000000.0,5000000.0,5000000.0,78.0,74.0,73.0,2017.0,73.5,0.942307692307692,2,2,0.833333333333333,0,0
447,Nabil Bentaleb,25,AlGermanyia,Defensive Midfielders,Schalke 04,11.0,Sagittarius,Left,187,352000.0,2400000.0,3000000.0,2000000.0,80.0,74.0,67.0,2014.0,70.5,0.88125,3,1,0.833333333333333,0,0
448,Dominic Samuel,26,England,Strikers,Gillingham,4.0,Aries,Right,188,12000.0,300000.0,158000.0,250000.0,70.0,68.0,45.0,2014.0,56.5,0.807142857142857,9,2,0.833333333333333,0,0
449,Matteo Soncin,19,Sweden,Goalkeepers,Pergolettese,3.0,Aries,Left,190,12000.0,60000.0,11000.0,50000.0,75.0,64.0,68.0,2019.0,66.0,0.88,4,1,0.833333333333333,0,0
450,Will Hughes,25,Argentina,Central Midfielders,Watford,4.0,Aries,Left,186,120000.0,8300000.0,15000000.0,7000000.0,78.0,76.0,70.0,2015.0,73.0,0.935897435897436,2,1,0.843373493975904,0,0
451,Gavin Bazunu,18,Italy,Goalkeepers,Man City,2.0,Pisces,Right,189,20000.0,230000.0,194000.0,194000.0,81.0,69.0,99.0,2019.0,69.0,0.851851851851852,4,2,0.843478260869565,0,0
452,Facundo Barboza,24,Portugal,Central Midfielders,Free Transfer,6.0,Gemini,Right,170,8000.0,380000.0,325000.0,325000.0,76.0,71.0,43.0,2017.0,57.0,0.75,2,2,0.855263157894737,0,0
453,Amadou Diawara,23,Spain,Central Midfielders,Roma,7.0,Cancer,Right,182,324000.0,16300000.0,8000000.0,14000000.0,81.0,80.0,75.0,2019.0,77.5,0.95679012345679,2,2,0.858895705521472,0,0
454,Reece Brown,24,England,Central Midfielders,Huddersfield,3.0,Pisces,Right,175,32000.0,290000.0,224000.0,250000.0,71.0,71.0,68.0,2014.0,69.5,0.97887323943662,2,2,0.862068965517241,0,0
